demand
15849.877627603197
15818.645538959321
15877.373902503685
15924.759149152065
16347.474861214989
16944.024261000995
17783.3121534908
18057.1408593176
17793.84700803927
17686.621341152888
17551.880913534966
17249.179095097308
17011.736328814488
16943.117073595575
16784.50388069363
16828.228248563675
17033.78642574029
16879.712431054504
16768.71554116966
16566.87194783071
16374.999083092403
16163.919539663439
15745.920794986636
15369.789471356322
15326.61753747423
15336.141292274675
15289.296997576395
15581.353575933397
17024.54746151254
18918.708082983318
21000.104931115322
21850.830386931426
21600.99092523384
21033.745929616463
21056.4342462725
20558.345612805235
21097.16346869818
21049.031151611358
20082.09594832415
19840.265934033712
19284.276097985956
18399.361883570342
17400.422908280107
16773.443476299315
16347.8169552838
16097.228087335152
15496.381188290743
15283.751089170004
15277.037837803877
15301.051153387478
15416.555608098552
15721.73215685481
16704.281642723254
19228.468437269687
21685.865919034884
22450.212539893157
21196.084832645425
20415.7551250021
20450.92499554247
20089.93971437382
19704.883586651827
19375.067294474855
19391.85089372526
18701.550237610765
18949.551507478656
18522.55729035987
17931.56202838907
17664.884536744645
17435.266308582788
17551.652596740107
17205.247007485443
17708.522481401134
17672.125846439485
17609.305327757662
17543.834081580524
17595.509309040524
18794.921087673436
20274.1177704175
21977.637967312294
22285.279276461908
21682.35469710624
21232.613454151266
20941.59984649335
20393.003065259116
19642.64444354778
18880.836883843167
18826.301994076497
18536.275479434484
18135.34424289702
17648.926332630865
17035.82681135427
16926.253800914532
16713.665963477135
16583.62978375869
16252.625606963935
15381.856042749478
15353.94823171747
15332.993794809481
15257.794682439693
15696.433402274139
16472.026558014706
19618.32072272409
21946.08211619649
22041.211843544665
21743.525716272747
21730.5437870069
21438.079051830307
21162.726998910617
20911.22554754011
20354.900202115736
20011.74874465902
19572.40858280336
19626.777538786846
18826.543560718954
18250.5957431429
17272.559368239963
16707.558184173286
16360.370010553059
15642.819822661822
15900.919317654596
15836.425077178243
15776.106106850417
15817.05267277061
15867.24984880013
16213.75934831761
16598.34285564501
17321.926582837008
17498.91826434342
17537.225052610884
17344.191573133234
17232.454527250724
17157.113008654156
17071.67126066455
17003.096352478064
16854.79185674591
16975.349643068468
17064.924502724796
16894.69059775417
16720.24618615025
16381.291375412162
16075.596625032293
16081.577851825754
16001.850434115633
15585.79450855152
15566.688559906983
15543.10952420647
15650.273584774648
15647.838927573572
16065.717051716856
16466.600838565373
16877.15442434106
17214.43956214559
16881.290690101607
16921.687218039522
16670.563465980245
16535.688249362247
16397.98058495983
16262.021571868481
16106.650893519774
16193.271079251037
16392.630017980162
16333.520301805966
16306.463956305153
16182.117551413372
16187.108478698487
16192.690572069529
15915.976079384207
16802.577421984926
16704.258038445176
16650.70994730782
16619.95123225594
17105.823284302973
18780.169148818346
21653.786278212978
23670.780451824594
23544.61877651952
22969.319712419092
23063.215436736948
23049.613598851705
22837.314566154637
21943.473378868744
21263.56817621149
20908.898551503735
20764.53668144437
21119.661590772797
20748.492734383843
20343.93240641122
19471.17175833655
19223.938060470802
18744.67080087299
18441.793565391312
18613.277948284853
18599.018693755523
18760.91792341922
18842.3691566451
19218.442488066252
20488.52866169032
23976.007865935597
25297.893542819307
25347.181206653127
24377.794551990108
23212.973592926246
22772.45999445349
22464.421054862087
22210.227204218863
21384.311851701736
21682.689304067124
21628.47023374357
21186.93729084612
21051.275020625715
20428.089333119588
19666.139124247762
19422.488417632794
19118.283626825098
19060.39534232852
19239.173820554217
19268.766499301928
19402.545114617158
19444.06324342806
19803.612498961877
20871.167812616124
24010.569070087946
25903.89706512114
26070.84773589051
24872.77021215606
23495.450559183326
22798.501794894382
21986.172790177025
21819.438874994274
21479.97099732861
21305.603065023362
21226.923637174496
21152.233116672738
20984.6686726308
20595.056996797008
19648.238764693582
19221.78477381353
19013.885039286102
18900.657787560016
18737.260106597798
18583.2278911176
18579.00318240894
18610.49914189641
19028.588123490073
20302.03504922964
23397.181519154787
25242.780717303376
25292.25949133957
24335.468739631175
23667.549314960437
22910.943432904565
